Date,Name,Year,Letterboxd URI,Rating
2021-03-03,Snapdragons,2016,https://boxd.it/f6Qm,4
2021-03-04,Watchmen,2019,https://boxd.it/ol5e,3.5
2021-03-04,Sharp Objects,2018,https://boxd.it/j3NM,4.5
2021-03-04,Black Mirror: The National Anthem,2011,https://boxd.it/hQYK,3
2021-03-04,Black Mirror: Fifteen Million Merits,2011,https://boxd.it/hQYU,4
2021-03-04,Black Mirror: Be Right Back,2013,https://boxd.it/hRpw,3.5
2021-03-04,Black Mirror: White Bear,2013,https://boxd.it/hRpG,4.5
2021-03-04,Black Mirror: The Waldo Moment,2013,https://boxd.it/hRpQ,3
2021-03-04,Black Mirror: Nosedive,2016,https://boxd.it/hK9G,3
2021-03-04,Black Mirror: Playtest,2016,https://boxd.it/hRR6,4
2021-03-04,Black Mirror: Shut Up and Dance,2016,https://boxd.it/hRRq,4
2021-03-04,Black Mirror: Men Against Fire,2016,https://boxd.it/hSBS,3.5
2021-03-04,Black Mirror: Hated in the Nation,2016,https://boxd.it/hSBI,3.5
2021-03-04,Black Mirror: USS Callister,2017,https://boxd.it/hQXi,2.5
2021-03-04,Black Mirror: Arkangel,2017,https://boxd.it/hQXW,2.5
2021-03-04,Black Mirror: Crocodile,2017,https://boxd.it/hRoS,3
2021-03-04,Black Mirror: Hang the DJ,2017,https://boxd.it/hQYA,4
2021-03-04,Black Mirror: Metalhead,2017,https://boxd.it/hRqk,3.5
2021-03-04,Black Mirror: Black Museum,2017,https://boxd.it/hRqu,3
2021-03-04,Black Mirror: Bandersnatch,2018,https://boxd.it/kTDG,3
2021-03-04,Black Mirror: Smithereens,2019,https://boxd.it/mltc,2
2021-03-04,"Black Mirror: Rachel, Jack and Ashley Too",2019,https://boxd.it/mltQ,1.5
2021-03-04,Battlestar Galactica,2003,https://boxd.it/aBAu,3.5
2021-03-04,Trump: An American Dream,2017,https://boxd.it/k0Ps,3.5
2021-03-04,The Curious Case of Benjamin Button,2008,https://boxd.it/23Fk,3.5
2021-03-04,Ghostbusters,1984,https://boxd.it/g2w,3
2021-03-04,Back to the Future,1985,https://boxd.it/2b8e,4
2021-03-04,The Fly,1986,https://boxd.it/1YIe,4
2021-03-04,Ghost,1990,https://boxd.it/2aLE,3
2021-03-04,Chicken Run,2000,https://boxd.it/20Xg,4
2021-03-04,Batman & Robin,1997,https://boxd.it/2ar0,2.5
2021-03-04,Armageddon,1998,https://boxd.it/2b9Q,3
2021-03-04,Scary Movie,2000,https://boxd.it/24CG,3
2021-03-04,I Am Legend,2007,https://boxd.it/21DG,3.5
2021-03-04,Superman Returns,2006,https://boxd.it/28J2,3
2021-03-04,Paranormal Activity,2007,https://boxd.it/1yIM,3
2021-03-04,Transformers,2007,https://boxd.it/280c,2
2021-03-04,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,https://boxd.it/2ark,3
2021-03-04,The Last Airbender,2010,https://boxd.it/1WQK,1
2021-03-04,The Wizard of Oz,1939,https://boxd.it/29Xu,4
2021-03-04,The Chronicles of Riddick,2004,https://boxd.it/26iy,3.5
2021-03-04,X-Men,2000,https://boxd.it/1a7s,3
