Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2022-03-07,Swallow,2019,https://boxd.it/2DNjAx,5,,amc+,2022-03-06
2022-03-08,Jeff Drives You,2019,https://boxd.it/2DSZTr,4,,vimeo,2022-03-07
2022-03-08,Another Hayride,2021,https://boxd.it/2DTjXt,4,,vimeo,2022-03-07
2022-03-08,My Friend Dahmer,2017,https://boxd.it/2DWtC7,4,,amc+,2022-03-07
2022-03-08,The Jump,2018,https://boxd.it/2DYpjz,4.5,,dust,2022-03-07
2022-03-09,Orange County,2002,https://boxd.it/2E3vW3,3.5,,youtube,2022-03-08
2022-03-11,The Assent,2019,https://boxd.it/2EplUP,1.5,,primevideo,2022-03-10
2022-03-12,Pig,2021,https://boxd.it/2ECCTZ,5,Yes,hulu,2022-03-11
2022-03-13,Bel Ami,2012,https://boxd.it/2ENE7P,4,,primevideo,2022-03-12
2022-03-14,Fear & Shame,2017,https://boxd.it/2F4QUt,5,Yes,youtube,2022-03-13
2022-03-16,The Batman,2022,https://boxd.it/2FtfUL,5,Yes,in theaters,2022-03-15
2022-03-17,Blink,2022,https://boxd.it/2FyL4d,3.5,,youtube,2022-03-16
2022-03-19,Turning Red,2022,https://boxd.it/2FUo7x,3.5,,disney+,2022-03-18
2022-03-22,Easy A,2010,https://boxd.it/2GBpR3,3.5,Yes,jxnfilmclub,2022-03-21
2022-03-23,X,2022,https://boxd.it/2GJeVf,4.5,,in theaters,2022-03-22
2022-03-23,Umma,2022,https://boxd.it/2GLQlD,3,,in theaters,2022-03-22
2022-03-24,Blue Velvet,1986,https://boxd.it/2GZv2N,4.5,,heathwalt,2022-03-23
2022-03-27,The Ballad of Buster Scruggs,2018,https://boxd.it/2HrpBD,4.5,,netflix,2022-03-26
2022-03-28,King Richard,2021,https://boxd.it/2HDQ3H,5,,hbomax,2022-03-27
2022-04-06,The Big Score,2022,https://boxd.it/2Jd0TR,5,Yes,"markvs, samo, in theaters, lumberjake",2022-03-28
2022-03-31,The Imitation Game,2014,https://boxd.it/2I7UQ9,3.5,,netflix,2022-03-30
2022-03-31,Pig,2021,https://boxd.it/2IcDdp,5,Yes,markvs,2022-03-30
2022-04-03,Juno,2007,https://boxd.it/2ICZvd,4,Yes,hulu,2022-04-02
2022-04-03,Shirley,2020,https://boxd.it/2IM3gz,4.5,,hulu,2022-04-03
2022-04-04,Princess Mononoke,1997,https://boxd.it/2IT8El,5,Yes,in theaters,2022-04-03
2022-04-05,The Hitchhiker's Guide to the Galaxy,2005,https://boxd.it/2J1IwD,3,,youtube,2022-04-04
2022-04-06,Carnival of Souls,1962,https://boxd.it/2JaLQz,4.5,,hbomax,2022-04-05
2022-04-06,Jujutsu Kaisen 0,2021,https://boxd.it/2JhgPJ,4,,in theaters,2022-04-05
2022-04-12,Everything Everywhere All at Once,2022,https://boxd.it/2KlUHd,4,,in theaters,2022-04-11
2022-04-13,Enemy,2013,https://boxd.it/2KvHXR,4,Yes,"heathwalt, 4k",2022-04-12
2022-04-13,X,2022,https://boxd.it/2KwKV7,4.5,Yes,a24 screening room,2022-04-12
2022-04-14,The DUFF,2015,https://boxd.it/2KARal,2,,youtube,2022-04-13
2022-04-14,Rock-A-Doodle,1991,https://boxd.it/2KBDpN,5,Yes,youtube,2022-04-13
2022-04-17,Everything Everywhere All at Once,2022,https://boxd.it/2LcyMr,4.5,Yes,"in theaters, shelby",2022-04-16
2022-04-18,An American Pickle,2020,https://boxd.it/2LpiAZ,5,Yes,hbomax,2022-04-17
2022-04-19,Hereditary,2018,https://boxd.it/2LzFmB,4,Yes,itunes,2022-04-18
2022-04-20,The Batman,2022,https://boxd.it/2LMO7r,5,Yes,hbomax,2022-04-19
2022-04-23,Annihilation,2018,https://boxd.it/2MkKHD,4,Yes,,2022-04-22
2022-04-24,The Unbearable Weight of Massive Talent,2022,https://boxd.it/2MvL9p,3,,in theaters,2022-04-23
2022-04-25,Bad Luck Banging or Loony Porn,2021,https://boxd.it/2MJm9n,,,hulu,2022-04-24
2022-04-26,The Northman,2022,https://boxd.it/2MUXcP,4,,"samo, markvs, in theaters, lumberjake",2022-04-25
2022-04-28,Hackers,1995,https://boxd.it/2Nfsip,3.5,Yes,youtube,2022-04-27
2022-04-30,Death on the Nile,2022,https://boxd.it/2Ntdlr,2.5,,hulu,2022-04-29
2022-04-30,Everything Everywhere All at Once,2022,https://boxd.it/2NvOSh,4.5,Yes,in theaters,2022-04-29
2022-05-02,Shiva Baby,2020,https://boxd.it/2NNULx,4,,hbomax,2022-05-01
2022-05-02,Midsommar,2019,https://boxd.it/2NQwAh,5,Yes,4k,2022-05-01
2022-05-03,Pig,2021,https://boxd.it/2O6iv5,5,Yes,hulu,2022-05-02
2022-05-04,The Night House,2020,https://boxd.it/2OgzgV,3,,hbomax,2022-05-03
2022-05-05,Moon Knight,2022,https://boxd.it/2Om2lb,4.5,,disney+,2022-05-04
2022-05-05,Star Wars: The Rise of Skywalker,2019,https://boxd.it/2OoUn5,3,Yes,television at a bar,2022-05-04
2022-05-05,The Other Lamb,2019,https://boxd.it/2OqQc7,4,,hulu,2022-05-04
2022-05-06,Doctor Strange in the Multiverse of Madness,2022,https://boxd.it/2OAvA3,3,,in theaters,2022-05-05
2022-05-09,Good Morning,1959,https://boxd.it/2P9ueZ,5,,hbomax,2022-05-08
2022-05-11,The Mark of Zorro,1940,https://boxd.it/2Pxf7H,4.5,,,2022-05-10
2022-05-13,Ride It Out,2020,https://boxd.it/2PKNjN,2,Yes,netflix,2022-05-12
2022-05-13,Luca,2021,https://boxd.it/2PNDvv,5,Yes,disney+,2022-05-12
2022-05-16,Ponyo,2008,https://boxd.it/2QmmSn,4.5,,in theaters,2022-05-15
2022-05-17,"All Light, Everywhere",2021,https://boxd.it/2QuMTR,5,,hulu,2022-05-16
2022-05-20,Drag Me to Hell,2009,https://boxd.it/2R1IMN,3.5,,hulu,2022-05-19
2022-05-20,Men,2022,https://boxd.it/2R4vad,3,,"in theaters, samo, lumberjake",2022-05-19
2022-05-23,Moneyball,2011,https://boxd.it/2RCaLZ,3,Yes,hulu,2022-05-22
2022-05-23,The Godfather,1972,https://boxd.it/2RJfH3,4.5,,primevideo,2022-05-22
2022-05-25,Annihilation,2018,https://boxd.it/2S50oT,4,Yes,,2022-05-24
2022-05-26,Luca,2021,https://boxd.it/2SfZ8x,5,Yes,disney+,2022-05-25
2022-05-26,Shiva Baby,2020,https://boxd.it/2SgzWj,4,Yes,hbomax,2022-05-26
2022-05-27,GoodFellas,1990,https://boxd.it/2SrMij,5,,hbomax,2022-05-27
2022-05-28,Top Gun: Maverick,2022,https://boxd.it/2Sz9Zf,4.5,,in theaters,2022-05-27
2022-05-29,Midsommar,2019,https://boxd.it/2SLWdN,5,Yes,googleplay,2022-05-29
2022-06-01,Voyage of Time: Life's Journey,2016,https://boxd.it/2Thh5x,3,,mubi,2022-05-31
2022-06-02,Great Freedom,2021,https://boxd.it/2TqBK9,4,,mubi,2022-06-01
2022-06-04,The Sandlot,1993,https://boxd.it/2TEv9T,4.5,Yes,"jxnfilmclub, dulinghall, appletv, lumberjake",2022-06-03
2022-06-05,WOLF,2022,https://boxd.it/2TRU2p,4,Yes,youtube,2022-06-04
2022-06-05,The Big Score,2022,https://boxd.it/2TRUid,5,Yes,youtube,2022-06-04
2022-06-06,Top Gun,1986,https://boxd.it/2U52hN,3.5,,"vhs, urban foxes",2022-06-05
2022-06-06,Top Gun: Maverick,2022,https://boxd.it/2U9MQn,4.5,Yes,"imax, in theaters",2022-06-05
2022-06-07,Drums West,1961,https://boxd.it/2Uh723,4,,mubi,2022-06-06
2022-06-07,Cosmopolis,2012,https://boxd.it/2UjM7d,4,,primevideo,2022-06-06
2022-06-08,Beach Rats,2017,https://boxd.it/2UwBtX,4.5,Yes,hbomax,2022-06-07
2022-06-11,The Lodge,2019,https://boxd.it/2V3zh7,4.5,,hulu,2022-06-11
2022-06-14,And Then We Danced,2019,https://boxd.it/2VvvBj,5,,mubi,2022-06-13
2022-06-15,Max Richter's Sleep,2019,https://boxd.it/2VFFhD,4.5,,mubi,2022-06-14
2022-06-16,The Worst Person in the World,2021,https://boxd.it/2VVrUX,4.5,,hulu,2022-06-15
2022-06-17,Do the Right Thing,1989,https://boxd.it/2W62LX,5,,"dulinghall, googleplay, jxnfilmclub",2022-06-16
2022-06-18,Do the Right Thing,1989,https://boxd.it/2WaNiV,5,Yes,googleplay,2022-06-17
2022-06-18,Thor: Ragnarok,2017,https://boxd.it/2Wgc7t,3,Yes,disney+,2022-06-17
2022-06-18,Four Hours at the Capitol,2021,https://boxd.it/2WhDYV,3,,hbomax,2022-06-18
2022-06-19,Being 17,2016,https://boxd.it/2WqPMb,4,,"mubi, mubi film of the day",2022-06-18
2022-06-19,Inception,2010,https://boxd.it/2WtO31,5,Yes,,2022-06-18
2022-06-20,Pig,2021,https://boxd.it/2WFhIz,5,Yes,hulu,2022-06-19
2022-06-22,The Child Molester,1964,https://boxd.it/2X6bxp,,,internetarchive,2022-06-21
2022-06-23,Angst,1983,https://boxd.it/2X9ZUz,3.5,,mubi,2022-06-22
2022-06-24,8MM,1999,https://boxd.it/2XlxmN,2,,hulu,2022-06-23
2022-06-25,Short Term 12,2013,https://boxd.it/2XEuih,4.5,,,2022-06-25
2022-06-26,The Black Phone,2021,https://boxd.it/2XPSyF,3.5,,in theaters,2022-06-25
2022-06-29,Wild Strawberries,1957,https://boxd.it/2Ylr0v,4,,hbomax,2022-06-28
2022-06-30,Independence Day,1996,https://boxd.it/2YAd3v,4,,"dulinghall, jxnfilmclub, googleplay",2022-06-29
2022-07-01,"What's Up, Doc?",1972,https://boxd.it/2YLIBv,5,,hbomax,2022-06-30
2022-07-02,First Reformed,2017,https://boxd.it/2YOGGf,5,Yes,"googleplay, metamodern",2022-07-01
2022-07-02,Dirty Work,1998,https://boxd.it/2YQAX9,4,,youtube,2022-07-01
2022-07-03,Midsommar,2019,https://boxd.it/2Z5T6t,5,Yes,"itunes, metamodern",2022-07-02
2022-07-04,Munchausen,2013,https://boxd.it/2Zd6lP,3.5,Yes,youtube,2022-07-03
2022-07-04,Spiderhead,2022,https://boxd.it/2ZfHTD,3,,netflix,2022-07-03
2022-07-05,American History X,1998,https://boxd.it/2Zol1d,4.5,,hbomax,2022-07-04
2022-07-05,Tenet,2020,https://boxd.it/2ZqQMN,4,Yes,"hbomax, metamodern",2022-07-04
2022-07-07,"Good Luck to You, Leo Grande",2022,https://boxd.it/2ZLBcH,3,,hulu,2022-07-05
2022-07-07,Matthias & Maxime,2019,https://boxd.it/2ZNjCB,4,,mubi,2022-07-06
2022-07-07,On the Count of Three,2021,https://boxd.it/2ZTedD,5,,googleplay,2022-07-06
2022-07-08,Funny Games,1997,https://boxd.it/302Lzv,5,Yes,hbomax,2022-07-07
2022-07-10,The Adam Project,2022,https://boxd.it/30mctR,2,,netflix,2022-07-09
2022-07-11,On the Count of Three,2021,https://boxd.it/30DWHT,5,Yes,"googleplay, metamodern",2022-07-10
2022-07-11,Mad God,2021,https://boxd.it/30IKQT,5,,shudder,2022-07-10
2022-07-12,Mass,2021,https://boxd.it/30RZlJ,5,,"hulu, metamodern",2022-07-11
2022-07-14,School of Rock,2003,https://boxd.it/31dmAT,4.5,Yes,youtube,2022-07-13
2022-07-15,Luca,2021,https://boxd.it/31sBDD,5,Yes,"dulinghall, googleplay",2022-07-14
2022-07-16,Thor: Love and Thunder,2022,https://boxd.it/31zZpz,2,,in theaters,2022-07-15
2022-07-19,Irreversible,2002,https://boxd.it/32kBuJ,4,,"mubi, metamodern",2022-07-18
2022-07-21,Piercing,2018,https://boxd.it/32AlXn,3.5,,netflix,2022-07-20
2022-07-22,Nope,2022,https://boxd.it/32RHAJ,3,,"imax, in theaters, samo, markvs, lumberjake",2022-07-21
2022-07-23,Time Piece,1965,https://boxd.it/32Ys3p,5,,mubi,2022-07-22
2022-07-23,Don't Look Away,2017,https://boxd.it/332nzX,2,,youtube,2022-07-22
2022-07-23,The Gray Man,2022,https://boxd.it/334w6z,2.5,,netflix,2022-07-22
2022-07-24,Burn After Reading,2008,https://boxd.it/33i2dt,4,,hulu,2022-07-23
2022-07-25,A Clockwork Orange,1971,https://boxd.it/33s8bj,,,hbomax,2022-07-24
2022-07-25,Halloween,1978,https://boxd.it/33zmcp,5,,shudder,2022-07-24
2022-07-26,Insidious,2010,https://boxd.it/33H70f,2.5,,netflix,2022-07-25
2022-07-26,Predator,1987,https://boxd.it/33Kjwj,4.5,,hulu,2022-07-25
2022-07-27,Home Videos,2019,https://boxd.it/33XXHd,4,,"hbomax, merry",2022-07-26
2022-08-01,Midsommar,2019,https://boxd.it/35ipFj,5,Yes,"directors cut, itunes",2022-07-31
2022-08-03,Wildlife,2018,https://boxd.it/35Kbvl,3.5,,criterion,2022-08-02
2022-08-05,Bullet Train,2022,https://boxd.it/368gVh,3.5,,in theaters,2022-08-04
2022-08-05,Blade Runner 2049,2017,https://boxd.it/36agMt,5,Yes,googleplay,2022-08-05
2022-08-06,Final Fantasy VII: Advent Children,2005,https://boxd.it/36keQj,4,Yes,youtube,2022-08-05
2022-08-07,Corpse Bride,2005,https://boxd.it/36ubHN,4,,youtube,2022-08-06
2022-08-08,Not Okay,2022,https://boxd.it/36DyMz,4.5,,hulu,2022-08-07
2022-08-08,The Parent Trap,1998,https://boxd.it/36Mny5,3.5,,"disney+, merry",2022-08-07
2022-08-09,All My Friends Hate Me,2021,https://boxd.it/36YVNH,3.5,,hulu,2022-08-08
2022-08-10,Arrival,2016,https://boxd.it/37eDhZ,4,Yes,appletv,2022-08-09
2022-08-11,Hackers,1995,https://boxd.it/37lgEF,3.5,Yes,youtube,2022-08-10
2022-08-11,Prey,2022,https://boxd.it/37qoN1,3.5,,"hulu, samo, markvs",2022-08-10
2022-08-12,Babyteeth,2019,https://boxd.it/37xGgX,4,,hulu,2022-08-11
2022-08-12,Chronicle,2012,https://boxd.it/37zya7,3,,youtube,2022-08-11
2022-08-13,Midnight Mass,2021,https://boxd.it/37HLKD,4.5,Yes,netflix,2022-08-12
2022-08-13,Rosemary's Baby,1968,https://boxd.it/37KDiR,5,,primevideo,2022-08-12
2022-08-13,Antichrist,2009,https://boxd.it/37PMNT,4,,googleplay,2022-08-12
2022-08-14,Hackers,1995,https://boxd.it/37Vuz7,3.5,Yes,youtube,2022-08-13
2022-08-14,The Green Knight,2021,https://boxd.it/37WJF7,5,Yes,"4k, vudu",2022-08-13
2022-08-14,Herman’s Cure-All Tonic,2008,https://boxd.it/37ZxCV,3,,youtube,2022-08-13
2022-08-14,Nightmare Alley,2021,https://boxd.it/381bGP,4.5,Yes,hulu,2022-08-13
2022-08-14,Corpus Christi,2019,https://boxd.it/382Kjt,5,,mubi,2022-08-13
2022-08-15,Top Gun: Maverick,2022,https://boxd.it/38bonB,4.5,Yes,"imax, in theaters",2022-08-14
2022-08-15,Charlie Countryman,2013,https://boxd.it/38dYfR,3,,googleplay,2022-08-14
2022-08-15,Westworld,1973,https://boxd.it/38fO1f,3.5,,hbomax,2022-08-14
2022-08-15,Locke,2013,https://boxd.it/38hXKH,4,Yes,hbomax,2022-08-14
2022-08-16,Warning: Do Not Play,2019,https://boxd.it/38u1nB,2,,shudder,2022-08-15
2022-08-16,I Am Michael,2015,https://boxd.it/38uXp1,3,,primevideo,2022-08-15
2022-08-17,The Intouchables,2011,https://boxd.it/38EbK1,3.5,,youtube,2022-08-16
2022-08-19,Prey,2022,https://boxd.it/38ZQYF,4,Yes,hulu,2022-08-18
2022-08-19,The Big Lebowski,1998,https://boxd.it/393Ovf,4.5,,in theaters,2022-08-18
2022-08-20,Belle,2021,https://boxd.it/39gAHx,3.5,,hbomax,2022-08-19
2022-08-19,The Passion of the Christ,2004,https://boxd.it/396efB,5,Yes,primevideo,2022-08-21
2022-08-22,The Wolf of Wall Street,2013,https://boxd.it/39GCXJ,5,,primevideo,2022-08-21
2022-08-25,Rubber,2010,https://boxd.it/3acth9,4,,mubi,2022-08-24
2022-08-25,La Cérémonie,1995,https://boxd.it/3aejVH,,,"television at a bar, tcm",2022-08-24
2022-08-26,On the Count of Three,2021,https://boxd.it/3ao42d,5,Yes,"markvs, googleplay",2022-08-25
2022-08-27,The Lord of the Rings: The Two Towers,2002,https://boxd.it/3ay1jl,5,Yes,television at a bar,2022-08-26
2022-08-29,Watcher,2022,https://boxd.it/3aXL8X,3,,shudder,2022-08-28
2022-08-29,Crimes of the Future,2022,https://boxd.it/3b1yzp,4.5,,googleplay,2022-08-28
2022-08-31,Wolf,2021,https://boxd.it/3bjjzv,2,,hbomax,2022-08-30
2022-09-01,mother!,2017,https://boxd.it/3bvz1j,4,Yes,primevideo,2022-08-31
2022-09-02,Now You See Me,2013,https://boxd.it/3bILVf,2.5,,,2022-09-01
2022-09-04,Jaws,1975,https://boxd.it/3c0JYd,5,,"in theaters, 3d, heathwalt",2022-09-03
2022-09-10,Barbarian,2022,https://boxd.it/3d7JmL,4,,in theaters,2022-09-09
2022-09-10,Mysterious Circumstance: The Death of Meriwether Lewis,2022,https://boxd.it/3dbWWP,4.5,,in theaters,2022-09-09
2022-09-11,War and Peace,1965,https://boxd.it/3djmt9,5,,youtube,2022-09-10
2022-09-13,Moonfall,2022,https://boxd.it/3dN5fp,1,,hbomax,2022-09-12
2022-09-14,Possessor,2020,https://boxd.it/3dTqfx,4,Yes,hulu,2022-09-13
2022-09-16,Vampyr,1932,https://boxd.it/3efwjp,4.5,,hbomax,2022-09-15
2022-09-18,Obi-Wan Kenobi,2022,https://boxd.it/3eznA7,2,,disney+,2022-09-17
2022-09-19,Kill Bill: Vol. 1,2003,https://boxd.it/3eR2Mn,5,Yes,in theaters,2022-09-18
2022-09-19,Kill Bill: Vol. 2,2004,https://boxd.it/3eTdXv,4,Yes,in theaters,2022-09-18
2022-09-20,But I'm a Cheerleader,1999,https://boxd.it/3f4tQ3,5,Yes,youtube,2022-09-19
2022-09-20,Ex Machina,2015,https://boxd.it/3f6OUT,5,Yes,"hbomax, shelby",2022-09-19
2022-09-21,Hellraiser,1987,https://boxd.it/3fj9S9,3.5,,primevideo,2022-09-20
2022-09-22,The Last Duel,2021,https://boxd.it/3fp635,4,Yes,hulu,2022-09-21
2022-09-22,Men,2022,https://boxd.it/3frIdr,3,Yes,"googleplay, shelby",2022-09-21
2022-09-23,The House of the Devil,2009,https://boxd.it/3fEdAb,3.5,,shudder,2022-09-22
2022-09-24,Nick and Norah's Infinite Playlist,2008,https://boxd.it/3fLW9j,3,,"youtube, shelby",2022-09-23
2022-09-25,Laboratory Conditions,2018,https://boxd.it/3fYCfH,3.5,,youtube,2022-09-24
2022-09-25,Don't Worry Darling,2022,https://boxd.it/3fYE9B,3.5,,"samo, in theaters",2022-09-24
2022-09-26,Citizen Kane,1941,https://boxd.it/3gg8Mx,5,,googleplay,2022-09-25
2022-09-28,Corpus Christi,2019,https://boxd.it/3gzm9d,5,Yes,mubi,2022-09-27
2022-09-30,Diary of an African Nun,1977,https://boxd.it/3gYk4P,4,,lecinemaclub,2022-09-29
2022-09-30,Devs,2020,https://boxd.it/3h0rXB,5,Yes,"hulu, shelby",2022-09-29
2022-10-04,Mean Girls,2004,https://boxd.it/3hMtGj,4,Yes,,2022-10-03
2022-10-05,The Woman King,2022,https://boxd.it/3i7Xuf,4.5,,"in theaters, shelby, jsyd",2022-10-04
2022-10-06,Unforgiven,1992,https://boxd.it/3ikC9B,5,,"markvs, 4k",2022-10-05
2022-10-07,My Dinner with Andre,1981,https://boxd.it/3ioKIn,5,,hbomax,2022-10-06
2022-10-08,Hellraiser,2022,https://boxd.it/3iBrlb,3.5,,hulu,2022-10-07
2022-10-08,NO-A,2015,https://boxd.it/3iJ6tp,3.5,,"youtube, dust",2022-10-07
2022-10-08,Eva,2019,https://boxd.it/3iJbEx,3.5,,"youtube, dust",2022-10-08
2022-10-09,The Northman,2022,https://boxd.it/3iWkcN,4,Yes,"primevideo, 4k",2022-10-08
2022-10-10,Midsommar,2019,https://boxd.it/3j8a8Z,5,Yes,googleplay,2022-10-09
2022-10-12,The Big Score,2022,https://boxd.it/3jwCqb,5,Yes,youtube,2022-10-11
2022-10-12,Signs,2002,https://boxd.it/3jxA0H,4,Yes,youtube,2022-10-11
2022-10-12,The Witch,2015,https://boxd.it/3jC4BB,3.5,Yes,"hbomax, shelby, jsyd",2022-10-11
2022-10-14,Old,2021,https://boxd.it/3k0oEj,2,Yes,"hbomax, shelby",2022-10-13
2022-10-14,WOLF,2022,https://boxd.it/3k1EBn,4,Yes,youtube,2022-10-13
2022-10-16,MASK,2022,https://boxd.it/3ktFrz,4,,"musecenter, samo, lumberjake, markvs, 4k",2022-10-14
2022-10-16,MASK,2022,https://boxd.it/3ktGT5,4,Yes,"shelby, youtube",2022-10-15
2022-10-18,Firestarter,2022,https://boxd.it/3kVRZf,2,,"primevideo, jawnmizzles",2022-10-17
2022-10-19,V/H/S: Viral,2014,https://boxd.it/3l27Oz,3.5,,hulu,2022-10-18
2022-10-19,The Prince of Egypt,1998,https://boxd.it/3l778j,5,Yes,"markvs, googleplay",2022-10-18
2022-10-20,ESCAPE,2019,https://boxd.it/3lgRY9,3,,youtube,2022-10-19
2022-10-20,V/H/S/2,2013,https://boxd.it/3liOYJ,2,,hulu,2022-10-19
2022-10-22,Midsommar,2019,https://boxd.it/3lGzZb,5,Yes,youtube,2022-10-21
2022-10-23,Midsommar,2019,https://boxd.it/3lTHmx,5,Yes,youtube,2022-10-22
2022-10-27,Holy Moses,2018,https://boxd.it/3mG6YH,4,,"youtube, dust",2022-10-26
2022-10-27,Downside Up,2016,https://boxd.it/3mIrLD,4.5,,"youtube, dust",2022-10-26
2022-10-28,Halloween,1978,https://boxd.it/3mXpjn,5,Yes,"in theaters, heathwalt, samo, shelby, jxnfilmclub",2022-10-27
2022-10-29,Werewolf by Night,2022,https://boxd.it/3n1ylZ,4,,disney+,2022-10-28
2022-10-30,Nadja,1994,https://boxd.it/3nirQP,3.5,,lecinemaclub,2022-10-29
2022-10-30,The Rocky Horror Picture Show,1975,https://boxd.it/3nq1V1,4,,in theaters,2022-10-29
2022-10-30,Barbarian,2022,https://boxd.it/3nr9yB,4,Yes,"shelby, hbomax",2022-10-30
2022-11-01,Terrifier,2016,https://boxd.it/3nQQYd,2.5,,,2022-10-31
2022-11-01,The Haunted Mansion,2003,https://boxd.it/3nRYh9,2,,,2022-10-31
2022-11-02,TÁR,2022,https://boxd.it/3o7fxt,4,,"in theaters, samo",2022-11-01
2022-11-02,Kakorrhaphiomonstrothyroidism,,https://boxd.it/3o7fGZ,2.5,,youtube,2022-11-01
2022-11-03,Kung Pow: Enter the Fist,2002,https://boxd.it/3oiSOP,4,,youtube,2022-11-02
2022-11-05,God Forbid: The Sex Scandal That Brought Down a Dynasty,2022,https://boxd.it/3oBUWJ,2,,hulu,2022-11-04
2022-11-05,Metropolis,1927,https://boxd.it/3oHmRx,5,,,2022-11-04
2022-11-06,V for Vendetta,2005,https://boxd.it/3oP6JD,3.5,Yes,,2022-11-05
2022-11-06,Dustin,2020,https://boxd.it/3oPtRb,4,,lecinemaclub,2022-11-05
2022-11-06,The Godfather Part II,1974,https://boxd.it/3oYWUL,5,,"primevideo, markvs",2022-11-05
2022-11-07,The Mask,1994,https://boxd.it/3pcD3L,3,Yes,youtube,2022-11-06
2022-11-07,Call Me by Your Name,2017,https://boxd.it/3pgX7V,5,Yes,"netflix, shelby",2022-11-06
2022-11-08,Ernest & Celestine,2012,https://boxd.it/3pmFF3,3,,hulu,2022-11-07
2022-11-08,The Banshees of Inisherin,2022,https://boxd.it/3ptSxl,4.5,,"in theaters, samo",2022-11-07
2022-11-11,Rogue One: A Star Wars Story,2016,https://boxd.it/3pVqTz,4,,disney+,2022-11-10
2022-11-11,Black Panther,2018,https://boxd.it/3pXaOR,4.5,,disney+,2022-11-10
2022-11-11,Black Panther: Wakanda Forever,2022,https://boxd.it/3q16Ff,4.5,,in theaters,2022-11-10
2022-11-13,Zen - Grogu and Dust Bunnies,2022,https://boxd.it/3qkMqT,3.5,,disney+,2022-11-12
2022-11-13,Les Mains négatives,1978,https://boxd.it/3qpPuz,3.5,,lecinemaclub,2022-11-12
2022-11-13,Do the Right Thing,1989,https://boxd.it/3qsRuH,5,Yes,"criterion, shelby",2022-11-12
2022-11-14,Hot Rod,2007,https://boxd.it/3qDHLF,4,Yes,youtube,2022-11-13
2022-11-14,Fantastic Mr. Fox,2009,https://boxd.it/3qGTxh,5,Yes,youtube,2022-11-13
2022-11-15,Johnny Mnemonic,1995,https://boxd.it/3qRm1z,2,,youtube,2022-11-14
2022-11-15,Might,2016,https://boxd.it/3qVP6r,3.5,,"dust, youtube",2022-11-14
2022-11-16,Green Room,2015,https://boxd.it/3r4xVz,3.5,,,2022-11-15
2022-11-16,The Banshees of Inisherin,2022,https://boxd.it/3r7r2z,4.5,Yes,in theaters,2022-11-15
2022-11-17,Sol,2020,https://boxd.it/3rgbn5,4,,"dust, youtube",2022-11-16
2022-11-17,The Banshees of Inisherin,2022,https://boxd.it/3riTuX,4.5,Yes,"in theaters, heathwalt",2022-11-16
2022-11-19,Project X,2016,https://boxd.it/3rBZu3,4.5,,lecinemaclub,2022-11-18
2022-11-20,The Place Beyond the Pines,2012,https://boxd.it/3rMk0t,4.5,Yes,4k,2022-11-19
2022-11-20,The Menu,2022,https://boxd.it/3rQ6Dp,3.5,,in theaters,2022-11-19
2022-11-20,Sound of Metal,2019,https://boxd.it/3rTJjf,5,Yes,primevideo,2022-11-19
2022-11-21,Men,2017,https://boxd.it/3savIT,4,,youtube,2022-11-20
2022-11-22,Dog,2022,https://boxd.it/3siTkH,4,,primevideo,2022-11-21
2022-11-23,But I'm a Cheerleader,1999,https://boxd.it/3stvgX,5,Yes,,2022-11-22
2022-11-23,Pig,2021,https://boxd.it/3sxH2L,5,Yes,"merry, shelby, hulu",2022-11-22
2022-11-24,Glass Onion,2022,https://boxd.it/3sJhpN,4.5,,"in theaters, samo",2022-11-23
2022-11-26,Millennium Actress,2001,https://boxd.it/3t2WL9,4.5,Yes,youtube,2022-11-25
2022-11-26,"Lyle, Lyle, Crocodile",2022,https://boxd.it/3t5nnn,2.5,,in theaters,2022-11-25
2022-11-27,.TV,2017,https://boxd.it/3th0yr,5,,lecinemaclub,2022-11-26
2022-11-27,Hot Summer Nights,2017,https://boxd.it/3tmZWz,2,,hbomax,2022-11-26
2022-11-28,Bones and All,2022,https://boxd.it/3tyI6v,2,,in theaters,2022-11-27
2022-11-28,Laura Hasn't Slept,2020,https://boxd.it/3tzIi9,3,,youtube,2022-11-27
2022-11-29,Kin,2018,https://boxd.it/3tKVKn,3,,youtube,2022-11-28
2022-11-29,Hot Rod,2007,https://boxd.it/3tNVMf,4,Yes,youtube,2022-11-28
2022-11-29,The Fabelmans,2022,https://boxd.it/3tQRKF,5,,samo,2022-11-28
2022-11-30,Godzilla,1954,https://boxd.it/3tZI2n,4,,youtube,2022-11-29
2022-11-30,David Lynch: The Art Life,2016,https://boxd.it/3u1Mm1,4,,hbomax,2022-11-29
2022-11-30,Sam Morril: Positive Influence,2018,https://boxd.it/3u40y5,3.5,,youtube,2022-11-30
2022-12-01,Mark Normand: Out To Lunch,2020,https://boxd.it/3u5S4F,4.5,,youtube,2022-11-30
2022-12-01,Andrew Schulz: Infamous,2022,https://boxd.it/3uacRl,4,,youtube,2022-11-30
2022-12-01,Blood Simple,1984,https://boxd.it/3ucOhT,3.5,,criterion,2022-11-30
2022-12-04,Firebird,2021,https://boxd.it/3uFCA3,4,,primevideo,2022-12-03
2022-12-04,Black Hole,2021,https://boxd.it/3uGbCt,5,,"youtube, dust",2022-12-03
