Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2023-10-27,Queen of the Damned,2002,https://boxd.it/53Loyx,1.5,,hulu,2023-10-26
2023-10-27,Vampyr,1932,https://boxd.it/53N32T,4.5,Yes,max,2023-10-26
2023-10-28,The Nun,2018,https://boxd.it/541gbn,2.5,,max,2023-10-27
2023-10-28,The Nun II,2023,https://boxd.it/54405p,2,,max,2023-10-27
2023-10-28,Eraserhead,1977,https://boxd.it/54bTIF,,,max,2023-10-27
2023-10-29,A Self-Induced Hallucination,2018,https://boxd.it/54mnPh,,,lecinemaclub,2023-10-28
2023-10-30,A Nightmare on Elm Street,1984,https://boxd.it/54Oc0X,3.5,,max,2023-10-29
2023-10-30,Five Nights at Freddy's,2023,https://boxd.it/550uTZ,3.5,,in theaters,2023-10-29
2023-10-31,The Premonition,1976,https://boxd.it/55kB6P,2.5,,in theaters,2023-10-30
2023-10-31,The Beast Within,1982,https://boxd.it/55lj8P,,,in theaters,2023-10-30
2023-11-02,Bodies Bodies Bodies,2022,https://boxd.it/567Q6j,4.5,,"alexisaiah, vudu",2023-11-02
2023-11-03,Portrait of God,2022,https://boxd.it/56nzEb,4.5,Yes,youtube,2023-11-02
2023-11-03,Doctor Sleep,2019,https://boxd.it/56qA9T,3.5,,max,2023-11-02
2023-11-07,Oppenheimer,2023,https://boxd.it/57JmQV,4.5,Yes,"in theaters, imax",2023-11-06
2023-11-07,Sunshine,2007,https://boxd.it/57NwHx,4.5,Yes,"youtube, alexisaiah",2023-11-06
2023-11-07,The Truman Show,1998,https://boxd.it/57PIyB,5,Yes,youtube,2023-11-07
2023-11-09,When We Are Born,2021,https://boxd.it/58bgOZ,5,,youtube,2023-11-08
2023-11-10,All Dirt Roads Taste of Salt,2023,https://boxd.it/58AIZV,5,,"in theaters, jxnfilmclub, merry",2023-11-09
2023-11-11,Blue Ruin,2013,https://boxd.it/58Wq2P,4.5,Yes,youtube,2023-11-10
2023-11-12,Moon,2009,https://boxd.it/59dun7,4.5,,youtube,2023-11-11
2023-11-13,Mean Girls,2004,https://boxd.it/59E3IB,4,Yes,"youtube, alexisaiah",2023-11-12
2023-11-15,BlackBerry,2023,https://boxd.it/5afz7L,2.5,,appletv,2023-11-14
2023-11-17,A Different Score,2023,https://boxd.it/5aKkFv,,,lecinemaclub,2023-11-16
2023-11-18,20th Century Women,2016,https://boxd.it/5b8Ykv,5,,"max, lydia",2023-11-18
2023-11-20,Slaughterbots,2017,https://boxd.it/5bDAIZ,5,Yes,"dust, youtube",2023-11-19
2023-11-20,Bottoms,2023,https://boxd.it/5bQqBb,3.5,,"primevideo, alexisaiah",2023-11-19
2023-11-21,Priscilla,2023,https://boxd.it/5c871f,5,,"in theaters, moviepass",2023-11-20
2023-11-21,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/5ccwRj,3.5,,"in theaters, moviepass",2023-11-20
2023-11-22,Saltburn,2023,https://boxd.it/5csbl9,4.5,,"in theaters, moviepass",2023-11-21
2023-11-22,The Childhood of a Leader,2015,https://boxd.it/5cuPdX,3,,tubi,2023-11-21
2023-11-24,The Marvels,2023,https://boxd.it/5d2Un7,2.5,,"in theaters, moviepass",2023-11-23
2023-11-25,Raging Bull,1980,https://boxd.it/5dpqTD,5,,"fellas, criterion",2023-11-24
2023-11-26,Napoleon,2023,https://boxd.it/5dFVH1,3.5,,"in theaters, imax",2023-11-25
2023-11-26,C'est la Vie,2016,https://boxd.it/5dMRDN,4,Yes,youtube,2023-11-25
2023-11-28,Beau Is Afraid,2023,https://boxd.it/5erFbJ,4.5,Yes,primevideo,2023-11-27
2023-11-29,The Holdovers,2023,https://boxd.it/5eW0rD,4,,"in theaters, moviepass",2023-11-28
2023-11-30,Evan Almighty,2007,https://boxd.it/5f7uxj,2,,max,2023-11-29
2023-12-01,Pulse,2006,https://boxd.it/5fvUid,2,,youtube,2023-11-30
2023-12-03,Aftersun,2022,https://boxd.it/5gjvNF,5,Yes,"paramount+, jsyd",2023-12-03
2023-12-04,Dream Scenario,2023,https://boxd.it/5gv0Y7,,,"in theaters, moviepass",2023-12-03
2023-12-05,Godzilla Minus One,2023,https://boxd.it/5gTuiN,4.5,,"imax, in theaters",2023-12-04
2023-12-07,First Reformed,2017,https://boxd.it/5hB771,5,Yes,youtube,2023-12-06
2023-12-08,Exit Strategy,2018,https://boxd.it/5hOmEb,4,Yes,"omeleto, youtube",2023-12-07
2023-12-08,The Boy and the Heron,2023,https://boxd.it/5hTOqL,4.5,,"in theaters, moviepass",2023-12-07
2023-12-08,Resolution,2012,https://boxd.it/5hUUEL,4,Yes,,2023-12-08
2023-12-09,Spotlight,2015,https://boxd.it/5igBBd,4.5,,,2023-12-09
2023-12-10,Hook,1991,https://boxd.it/5isa7p,4.5,,youtube,2023-12-09
2023-12-11,It's Not About Fear,2023,https://boxd.it/5iW6Ef,4.5,,"alter, youtube",2023-12-10
2023-12-12,Murder Camp,2023,https://boxd.it/5jllU3,4.5,,"youtube, alter",2023-12-11
2023-12-13,The Lighthouse,2019,https://boxd.it/5jKKjL,5,Yes,primevideo,2023-12-12
2023-12-14,Saint Maud,2019,https://boxd.it/5jR159,4.5,Yes,primevideo,2023-12-13
2023-12-14,The Fool's Mate,2022,https://boxd.it/5k4e7t,4.5,,"omeleto, youtube",2023-12-13
2023-12-14,Aftersun,2022,https://boxd.it/5k5G0H,5,Yes,,2023-12-14
2023-12-15,Avengers: Age of Ultron,2015,https://boxd.it/5knJbT,3,,television at a bar,2023-12-14
2023-12-18,Die Hard,1988,https://boxd.it/5lwYrT,4.5,,television at a bar,2023-12-17
2023-12-18,Basically,2014,https://boxd.it/5lxRUB,3,Yes,youtube,2023-12-17
2023-12-19,The Night Nurse,2022,https://boxd.it/5lJ4Yj,4,,"alter, youtube",2023-12-18
2023-12-19,Godzilla Minus One,2023,https://boxd.it/5lTYAH,4.5,Yes,"in theaters, moviepass",2023-12-18
2023-12-20,We're Not Safe Here,2022,https://boxd.it/5mggrH,3.5,,youtube,2023-12-19
2023-12-20,What We Found Out There,2021,https://boxd.it/5mgu5P,3,,youtube,2023-12-19
2023-12-22,The Others,2001,https://boxd.it/5n6UvN,4.5,,"criterion, 4k",2023-12-22
2023-12-22,Don't Let Them In,2015,https://boxd.it/5n79FN,2,,youtube,2023-12-22
2023-12-22,Bugbear,2021,https://boxd.it/5n8e6Z,3.5,,"alter, youtube",2023-12-22
2023-12-23,Radius,2017,https://boxd.it/5ngjSF,3.5,,youtube,2023-12-22
2023-12-24,Chad Gets The AxE,2019,https://boxd.it/5nD7ZP,2.5,,"youtube, alter",2023-12-23
2023-12-24,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,https://boxd.it/5nEgQT,4.5,,youtube,2023-12-23
2023-12-24,Spoiler,2011,https://boxd.it/5nEE8V,3,,"alter, youtube",2023-12-23
2023-12-24,Tweet,2015,https://boxd.it/5nFbzF,4.5,,youtube,2023-12-23
2023-12-24,Chatty,2021,https://boxd.it/5nNjaJ,2.5,,youtube,2023-12-23
2023-12-24,Wonka,2023,https://boxd.it/5nTQ3D,4,,in theaters,2023-12-23
2023-12-24,The Tunnel,2022,https://boxd.it/5nXN21,3.5,,youtube,2023-12-23
2023-12-24,Upstairs,2021,https://boxd.it/5nZ5Sr,4,Yes,"youtube, alter",2023-12-24
2023-12-25,Special Day,2018,https://boxd.it/5o7gIX,3,,youtube,2023-12-24
2023-12-25,The Iron Claw,2023,https://boxd.it/5ogCej,4,,"in theaters, moviepass, jawnmizzles",2023-12-24
2023-12-25,Saltburn,2023,https://boxd.it/5oq19V,4.5,Yes,"fellas, primevideo",2023-12-24
2023-12-26,The Green Knight,2021,https://boxd.it/5oIezN,5,Yes,primevideo,2023-12-25
2023-12-26,Violent Night,2022,https://boxd.it/5oXKf1,3.5,,primevideo,2023-12-25
2023-12-27,The Goodnight Show,2018,https://boxd.it/5pcrlp,3.5,,"youtube, omeleto",2023-12-26
2023-12-27,Thanksgiving,2023,https://boxd.it/5pqyuL,2,,,2023-12-26
2023-12-28,Enter the Void,2009,https://boxd.it/5pMl5x,5,Yes,,2023-12-27
2023-12-28,Tistlebu,2022,https://boxd.it/5pPjcH,4,,alter,2023-12-27
2023-12-28,Saltburn,2023,https://boxd.it/5q1RIB,4.5,Yes,primevideo,2023-12-27
2023-12-28,Okay Google.,2019,https://boxd.it/5q568p,1.5,,youtube,2023-12-27
2023-12-29,Jurassic Park,1993,https://boxd.it/5qKK3B,4.5,Yes,primevideo,2023-12-28
2024-01-02,Close Encounters of the Third Kind,1977,https://boxd.it/5t9SPr,,,mubi,2024-01-01
2024-01-03,But I'm a Cheerleader,1999,https://boxd.it/5tNEBl,5,Yes,mubi,2024-01-02
2024-01-04,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/5uqTih,4,Yes,"jsyd, in theaters, moviepass",2024-01-03
2024-01-04,Kalley's Last Review,2020,https://boxd.it/5usV8d,3,,alter,2024-01-03
2024-01-05,The Land Before Time,1988,https://boxd.it/5uDD9f,5,,youtube,2024-01-04
2024-01-05,10 Cloverfield Lane,2016,https://boxd.it/5v20IZ,3.5,Yes,youtube,2024-01-04
2024-01-06,Night Swim,2024,https://boxd.it/5vq7w5,2.5,,,2024-01-05
2024-01-07,Mean Girls,2004,https://boxd.it/5wilVB,4,Yes,youtube,2024-01-06
2024-01-07,Too Many Cooks,2014,https://boxd.it/5wCQBn,4.5,,youtube,2024-01-07
2024-01-08,Oppenheimer,2023,https://boxd.it/5x1arZ,4.5,Yes,4k,2024-01-07
2024-01-08,Saltburn,2023,https://boxd.it/5xakKZ,4.5,Yes,"jsyd, primevideo",2024-01-07
2024-01-10,When We Are Born,2021,https://boxd.it/5xWymN,5,Yes,,2024-01-08
2024-01-10,My Own Private Idaho,1991,https://boxd.it/5ynp8r,4,,criterion,2024-01-09
2024-01-11,Who Goes There?,2020,https://boxd.it/5yKvmv,4,,"youtube, alter",2024-01-10
2024-01-11,Foe,2023,https://boxd.it/5yPhxz,3.5,,primevideo,2024-01-10
2024-01-11,The Boy and the Heron,2023,https://boxd.it/5yUSLN,4.5,Yes,"in theaters, moviepass",2024-01-11
2024-01-13,Rising Hope,,https://boxd.it/5zxfCZ,4.5,,"in theaters, jxnfilmclub",2024-01-11
2024-01-12,Pitch Black,2000,https://boxd.it/5zqAGz,4,Yes,youtube,2024-01-12
2024-01-13,The Beekeeper,2024,https://boxd.it/5zSceR,3.5,,imax,2024-01-12
2024-01-14,The Celebration,1998,https://boxd.it/5A0CkH,4.5,,criterion,2024-01-13
2024-01-16,Rhyme or Die,2021,https://boxd.it/5Btwnn,2.5,,"youtube, alter",2024-01-15
2024-01-16,Carl the Exorcist,2021,https://boxd.it/5BIyLB,4,,"omeleto, youtube",2024-01-15
2024-01-16,Nocturne,2020,https://boxd.it/5BLniz,2,,"primevideo, fellas",2024-01-16
2024-01-17,Beau Travail,1999,https://boxd.it/5C9osj,4,,criterion,2024-01-16
2024-01-17,Candyman,2021,https://boxd.it/5CcxC9,4,,"primevideo, fellas",2024-01-16
2024-01-19,Sunshine,2007,https://boxd.it/5D1WzV,4.5,Yes,4k,2024-01-18
2024-01-19,Infracktion,2020,https://boxd.it/5D6hjH,1,,"youtube, alter",2024-01-18
2024-01-19,Aftersun,2022,https://boxd.it/5D8qpX,5,Yes,4k,2024-01-18
2024-01-20,The Jellyfish Man,2022,https://boxd.it/5Did0b,4,,"omeleto, youtube",2024-01-19
2024-01-20,Paternoster,2024,https://boxd.it/5DlZNh,2,,youtube,2024-01-19
2024-01-21,Midsommar,2019,https://boxd.it/5DJ4XH,5,Yes,4k,2024-01-20
2024-01-21,The Court Jester,2024,https://boxd.it/5DXdm9,4,,youtube,2024-01-20
2024-01-21,Foragers,2022,https://boxd.it/5E3mJt,4.5,,lecinemaclub,2024-01-20
2024-01-21,I.S.S.,2023,https://boxd.it/5E8qtf,3,,"in theaters, moviepass",2024-01-20
2024-01-21,Alex's Dream,2018,https://boxd.it/5Ef6WF,4.5,,youtube,2024-01-21
2024-01-22,Fannie Lou Hamer’s America,2022,https://boxd.it/5ExGtF,4.5,,jxnfilmclub,2024-01-21
2024-01-22,The Party Job,2022,https://boxd.it/5ECNRz,4,,"youtube, omeleto",2024-01-21
2024-01-24,Oppenheimer,2023,https://boxd.it/5FL12Z,4.5,Yes,4k,2024-01-23
2024-01-25,I Will Despise You,2020,https://boxd.it/5FSnnf,4,,"omeleto, youtube",2024-01-24
2024-01-25,Maryla,2023,https://boxd.it/5FZe3J,2.5,,"alter, youtube",2024-01-24
2024-01-25,Paternoster,2024,https://boxd.it/5G0ukX,2,Yes,youtube,2024-01-24
2024-01-25,Black Box,2021,https://boxd.it/5G1nYN,2.5,,"omeleto, youtube",2024-01-24
2024-01-25,Hackers,1995,https://boxd.it/5Ga70v,4.5,Yes,max,2024-01-24
2024-01-26,The Break,2015,https://boxd.it/5GBzwN,3,,"youtube, omeleto",2024-01-25
2024-01-26,Paternoster,2024,https://boxd.it/5GBZCR,3,Yes,wmwyw,2024-01-25
2024-01-27,Wash Club,2016,https://boxd.it/5GMlUj,3.5,,,2024-01-26
2024-01-29,The Forfeit,2022,https://boxd.it/5HZRoJ,3,,"omeleto, youtube",2024-01-28
2024-01-29,Unicorns,2019,https://boxd.it/5IgMM1,4.5,,"omeleto, youtube",2024-01-28
2024-01-29,Tapes,2020,https://boxd.it/5IhELB,4,,"youtube, omeleto",2024-01-28
2024-01-30,Caged,,https://boxd.it/5Isuwj,3,,"omeleto, youtube",2024-01-29
2024-01-31,The Holdovers,2023,https://boxd.it/5JbjZJ,4.5,Yes,"in theaters, merry",2024-01-30
2024-01-31,Paternoster,2024,https://boxd.it/5JdHnj,3,Yes,youtube,2024-01-30
2024-02-01,X,2022,https://boxd.it/5JCSjd,4.5,Yes,primevideo,2024-01-31
2024-02-02,Crazy Car,2019,https://boxd.it/5JQfDV,3.5,,"alter, youtube",2024-02-01
2024-02-02,When the Time Comes,2022,https://boxd.it/5K5tQJ,3.5,,"alter, youtube",2024-02-02
2024-02-04,Bodies Bodies Bodies,2022,https://boxd.it/5KNuS5,4.5,Yes,hulu,2024-02-03
2024-02-04,Get Ready with Me,2019,https://boxd.it/5KRA0B,4,,"youtube, omeleto",2024-02-03
2024-02-04,No Country for Old Men,2007,https://boxd.it/5KVQXd,5,Yes,youtube,2024-02-03
2024-02-05,The Lion,2017,https://boxd.it/5Lmsxf,4,,"omeleto, youtube",2024-02-04
2024-02-06,The Fabelmans,2022,https://boxd.it/5M2Kwj,5,Yes,hulu,2024-02-05
2024-02-06,Aftersun,2022,https://boxd.it/5M2KJ3,5,Yes,hulu,2024-02-06
2024-02-07,Poor Things,2023,https://boxd.it/5Mpsy3,4.5,,"heathwalt, in theaters, moviepass",2024-02-06
2024-02-07,The Curse,2023,https://boxd.it/5Mralf,4,,hulu,2024-02-07
2024-02-09,Traction,2015,https://boxd.it/5N6and,3,,"omeleto, youtube",2024-02-08
2024-02-09,This Is Vanity,2013,https://boxd.it/5N6cnT,,,"omeleto, youtube",2024-02-08
2024-02-09,Lil Nas X: Long Live Montero,2023,https://boxd.it/5Ndbpj,3.5,,max,2024-02-08
2024-02-10,Beau Is Afraid,2023,https://boxd.it/5NDTxt,4.5,Yes,hulu,2024-02-09
2024-02-11,Full Metal Jacket,1987,https://boxd.it/5NS6xT,3.5,,4k,2024-02-10
2024-02-11,Beau Is Afraid,2023,https://boxd.it/5O8jxz,4.5,Yes,hulu,2024-02-10
2024-02-11,C'est la Vie,2016,https://boxd.it/5O9TKr,4,Yes,youtube,2024-02-10
2024-02-12,Butterfly in the Sky,2022,https://boxd.it/5OtKN7,5,,"jsyd, jxnfilmclub",2024-02-11
2024-02-12,Dune,2021,https://boxd.it/5OE6s1,5,Yes,"in theaters, imax, lovvorn",2024-02-11
2024-02-12,For You,2016,https://boxd.it/5OF6fD,3.5,,"omeleto, youtube",2024-02-11
2024-02-13,Heartless,2020,https://boxd.it/5OQygr,4,,"alter, youtube",2024-02-12
2024-02-13,Neighbors,1981,https://boxd.it/5P7Ue7,3,,youtube,2024-02-13
2024-02-14,Colleagues,2020,https://boxd.it/5PtxYb,1,,"omeleto, youtube",2024-02-13
2024-02-15,Men,2022,https://boxd.it/5PUfS9,3,Yes,youtube,2024-02-14
2024-02-16,Madame Web,2024,https://boxd.it/5QfFMj,3,,"in theaters, imax, moviepass",2024-02-15
2024-02-17,How to Blow Up a Pipeline,2022,https://boxd.it/5QJk3n,4.5,Yes,hulu,2024-02-16
2024-02-18,Call Me by Your Name,2017,https://boxd.it/5R2cHn,5,Yes,hulu,2024-02-17
2024-02-18,The Book of Ruth,2020,https://boxd.it/5R75kh,3,,"omeleto, youtube",2024-02-17
2024-02-18,Crashing,2020,https://boxd.it/5R8FU3,4.5,,"youtube, omeleto",2024-02-17
2024-02-18,Before Sunrise,1995,https://boxd.it/5RlaJJ,4,,criterion,2024-02-17
2024-02-18,Before Sunset,2004,https://boxd.it/5RmMA3,5,,criterion,2024-02-18
2024-02-19,Before Midnight,2013,https://boxd.it/5RAorz,3.5,,criterion,2024-02-18
2024-02-19,First Reformed,2017,https://boxd.it/5RTKzX,5,Yes,"fellas, youtube",2024-02-18
2024-02-20,A White Horse,2019,https://boxd.it/5S5Eiv,4.5,,"omeleto, youtube",2024-02-19
2024-02-20,Hereditary,2018,https://boxd.it/5SpLd3,4,Yes,max,2024-02-19
2024-02-21,Singin' in the Rain,1952,https://boxd.it/5SPs0L,5,,max,2024-02-20
2024-02-22,Enchanted Cove,2023,https://boxd.it/5T6NWl,3.5,,"omeleto, youtube",2024-02-21
2024-02-25,There Will Be Monsters,2020,https://boxd.it/5UcZsN,4,,"alter, youtube",2024-02-24
2024-02-25,All of Us Strangers,2023,https://boxd.it/5UzWRh,4.5,,hulu,2024-02-24
2024-02-26,Dune: Part Two,2024,https://boxd.it/5V7RTl,5,,"in theaters, imax",2024-02-25
2024-02-27,Akira,1988,https://boxd.it/5VBqNP,5,,dvd,2024-02-26
2024-03-01,Dune: Part Two,2024,https://boxd.it/5WIDyL,5,Yes,"imax, in theaters, profile",2024-02-29
2024-03-01,Aftersun,2022,https://boxd.it/5WONk7,5,Yes,hulu,2024-03-01
2024-03-02,Dune: Part Two,2024,https://boxd.it/5Xi9tj,5,Yes,"imax, in theaters",2024-03-01
2024-03-04,Dune: Part Two,2024,https://boxd.it/5YcvFX,5,Yes,"in theaters, imax",2024-03-03
2024-03-05,Anatomy of a Fall,2023,https://boxd.it/5YRCKn,5,,primevideo,2024-03-04
2024-03-05,Sacred Soil: The Piney Woods School Story,2024,https://boxd.it/5YTIPR,4.5,,hulu,2024-03-04
2024-03-06,Oppenheimer,2023,https://boxd.it/5Zk30n,5,Yes,moviesanywhere,2024-03-05
2024-03-07,Dune: Part Two,2024,https://boxd.it/5ZBjGt,5,Yes,"imax, in theaters, moviepass",2024-03-06
2024-03-08,Cheap Hugs,2022,https://boxd.it/6008rR,4.5,,"omeleto, youtube",2024-03-07
2024-03-08,Imaginary,2024,https://boxd.it/608j75,2,,in theaters,2024-03-07
2024-03-10,Incendies,2010,https://boxd.it/60TeLj,,,mubi,2024-03-09
2024-03-10,Dune: Part Two,2024,https://boxd.it/618u9l,5,Yes,"in theaters, imax, moviepass, jsyd",2024-03-09
2024-03-11,Read Between the Lines,2022,https://boxd.it/61ubpN,3,,youtube,2024-03-10
2024-03-11,Keyboard Fantasies,2019,https://boxd.it/61LQFL,5,,,2024-03-11
2024-03-11,Dune,2021,https://boxd.it/61MgNL,5,Yes,max,2024-03-11
2024-03-12,Mother/Android,2021,https://boxd.it/628naZ,1.5,,hulu,2024-03-11
2024-03-13,Dunkirk,2017,https://boxd.it/62v5mp,3.5,Yes,"hulu, fellas",2024-03-12
2024-03-13,Lawrence of Arabia,1962,https://boxd.it/62BqAT,4,,youtube,2024-03-12
2024-03-17,Dune: Part Two,2024,https://boxd.it/64d9Fn,5,Yes,in theaters,2024-03-16
2024-03-18,Lady Bird,2017,https://boxd.it/64YdOH,4,Yes,youtube,2024-03-17
2024-03-19,Playland,2023,https://boxd.it/65ootn,3.5,,"off2024, vimeo",2024-03-18
2024-03-20,No One Asked You,2023,https://boxd.it/65KUmn,3.5,,"off2024, vimeo",2024-03-19
2024-03-20,Las Nogas,2023,https://boxd.it/65NTXD,3,,"off2024, vimeo",2024-03-19
2024-03-20,Living Reality,2024,https://boxd.it/65OUJz,,,"off2024, vimeo",2024-03-19
2024-03-20,A Song For Imogene,2025,https://boxd.it/65PRiH,4.5,,"off2024, indee",2024-03-19
2024-03-20,Please Ask For It,,https://boxd.it/65RXtP,4,,"off2024, vimeo",2024-03-19
2024-03-20,Lee Baby,2023,https://boxd.it/65SlBj,,,"off2024, vimeo",2024-03-20
2024-03-20,Le spectre de l'innocence,2024,https://boxd.it/65SGU7,,,"off2024, vimeo",2024-03-20
2024-03-20,Give,2023,https://boxd.it/65TzBT,4,,"off2024, vimeo",2024-03-20
2024-03-21,Dune: Part Two,2024,https://boxd.it/66a2OT,5,Yes,"imax, in theaters, moviepass",2024-03-20
2024-03-21,Another Sinking Sun,2023,https://boxd.it/66eD0f,4,,"off2024, vimeo",2024-03-20
2024-03-22,Mississippi River Styx,2022,https://boxd.it/66oLJx,4,,"off2024, vimeo",2024-03-21
2024-03-22,Midsommar,2019,https://boxd.it/66pKvh,5,Yes,youtube,2024-03-21
2024-03-22,Adam the First,2024,https://boxd.it/66AgX3,2,,off2024,2024-03-21
2024-03-23,Bored Games,2024,https://boxd.it/66Mep3,3,,"in theaters, off2024",2024-03-22
2024-03-23,Half-Light,2023,https://boxd.it/66OkSf,3,,"in theaters, off2024",2024-03-22
2024-03-23,Amazing Grace,2023,https://boxd.it/66OlOj,4.5,,"in theaters, off2024",2024-03-22
2024-03-23,Rising Hope,,https://boxd.it/66PrpB,4.5,Yes,"in theaters, off2024",2024-03-22
2024-03-23,Living Reality,2024,https://boxd.it/66QQjZ,3,Yes,"in theaters, off2024",2024-03-22
2024-03-23,kāua - we (you and i),2023,https://boxd.it/66QSlj,3,,"in theaters, off2024",2024-03-22
2024-03-23,Can We Really Know Anything About Carrots?,,https://boxd.it/66StUx,2.5,,"in theaters, off2024",2024-03-22
2024-03-23,Another Sinking Sun,2023,https://boxd.it/66SwDz,4,Yes,"in theaters, off2024",2024-03-22
2024-03-23,"I'm Sorry, I'm Late",,https://boxd.it/66Sxpt,3,,"in theaters, off2024",2024-03-22
2024-03-23,Tooth,2023,https://boxd.it/66YkNz,3.5,,"in theaters, off2024",2024-03-22
2024-03-23,Sarangi,2022,https://boxd.it/66YlpD,3,,"in theaters, off2024",2024-03-22
2024-03-23,Where the Bullets Go,2024,https://boxd.it/66YowH,4,,"in theaters, off2024",2024-03-22
2024-03-23,Marbles,2023,https://boxd.it/66ZAgX,4,Yes,"in theaters, off2024",2024-03-22
2024-03-23,Endline,,https://boxd.it/674oHH,4.5,,"off2024, youtube",2024-03-23
2024-03-24,Infraction,2023,https://boxd.it/67b8mR,5,,"off2024, frame.io",2024-03-23
2024-03-24,Grandma Bruce,2023,https://boxd.it/67cO93,,,"off2024, in theaters",2024-03-23
2024-03-24,FBOY,2023,https://boxd.it/67cPhH,,,"in theaters, off2024",2024-03-23
2024-03-24,Caught On Tape,2024,https://boxd.it/67tF9H,4,,"off2024, in theaters",2024-03-23
2024-03-24,Barely Breathing,2023,https://boxd.it/67tGEL,5,,"off2024, in theaters",2024-03-23
2024-03-25,The Misprint,2023,https://boxd.it/67JVCd,2.5,,"off2024, vimeo",2024-03-24
2024-03-25,Purgy's,,https://boxd.it/67K6t7,4,,"off2024, vimeo",2024-03-24
2024-03-25,The Old Young Crow,2023,https://boxd.it/67Sz9r,5,,"in theaters, off2024",2024-03-24
2024-03-25,Le spectre de l'innocence,2024,https://boxd.it/67SBeX,4,Yes,"in theaters, off2024",2024-03-24
2024-03-25,Panic Attack,2020,https://boxd.it/67U32n,3,,"in theaters, off2024",2024-03-24
2024-03-25,FBOY,2023,https://boxd.it/67VHJX,2.5,Yes,"in theaters, off2024",2024-03-24
2024-03-25,Grandma Bruce,2023,https://boxd.it/67VIQl,3.5,Yes,"in theaters, off2024",2024-03-24
2024-03-25,Lee Baby,2023,https://boxd.it/67VJRz,4.5,Yes,"in theaters, off2024",2024-03-24
2024-03-25,Slower Animals,2023,https://boxd.it/67Wr7b,4,,"in theaters, off2024",2024-03-24
2024-03-25,Living Reality,2024,https://boxd.it/67Xh2H,4,Yes,"in theaters, off2024",2024-03-24
2024-03-25,Hello Dankness,2022,https://boxd.it/681STV,,,"in theaters, off2024",2024-03-24
2024-03-27,Late Night with the Devil,2023,https://boxd.it/692GKj,3,,"in theaters, moviepass",2024-03-26
2024-03-28,The Spider Within: A Spider-Verse Story,2023,https://boxd.it/69iVgb,4,,youtube,2024-03-27
2024-03-28,Unedited Footage of a Bear,2014,https://boxd.it/69jcrl,3.5,,youtube,2024-03-27
2024-03-28,Midsommar,2019,https://boxd.it/69sanz,5,Yes,"directors cut, appletv, eduardo",2024-03-27
2024-03-29,Love Lies Bleeding,2024,https://boxd.it/69PT2x,3.5,,"in theaters, moviepass, jsyd",2024-03-28
2024-03-29,Remember Me,2010,https://boxd.it/69SZ1h,1,,,2024-03-28
2024-03-30,Immaculate,2024,https://boxd.it/6apqlR,3,,"in theaters, moviepass",2024-03-29
2024-03-31,Polytechnique,2009,https://boxd.it/6aMS2z,4,,mubi,2024-03-30
2024-03-31,Airplane!,1980,https://boxd.it/6b3g8j,5,Yes,,2024-03-31
2024-04-01,Heathers,1989,https://boxd.it/6bl9xR,4.5,,"fellas, youtube",2024-03-31
2024-04-01,Newsies,1992,https://boxd.it/6buiKj,5,Yes,dvd,2024-03-31
2024-04-02,Luca,2021,https://boxd.it/6bPhar,5,Yes,"in theaters, moviepass",2024-04-01
2024-04-02,Dune,2021,https://boxd.it/6bZiAZ,5,Yes,hulu,2024-04-01
2024-04-03,Dune: Part Two,2024,https://boxd.it/6cklu3,5,Yes,"in theaters, moviepass",2024-04-02
2024-04-05,Aftersun,2022,https://boxd.it/6dfifj,5,Yes,"merry, primevideo",2024-04-04
2024-04-05,The First Omen,2024,https://boxd.it/6diuI9,4,,"in theaters, moviepass",2024-04-04
2024-04-06,Monkey Man,2024,https://boxd.it/6dAV3X,4.5,,"in theaters, moviepass",2024-04-05
2024-04-06,Dune: Part Two,2024,https://boxd.it/6dGdtT,5,Yes,in theaters,2024-04-05
2024-04-11,Aftersun,2022,https://boxd.it/6fQhd9,5,Yes,4k,2024-04-10
2024-04-12,Civil War,2024,https://boxd.it/6gb6dz,,,"in theaters, imax, jsyd",2024-04-11
2024-04-13,Civil War,2024,https://boxd.it/6gxSlb,4,Yes,"imax, in theaters, moviepass",2024-04-12
2024-04-14,Ghostbusters: Afterlife,2021,https://boxd.it/6gXFRv,3,Yes,television at a bar,2024-04-13
2024-04-15,The Omen,1976,https://boxd.it/6hc0t3,3.5,,hulu,2024-04-14
2024-04-15,The First Omen,2024,https://boxd.it/6hju0f,4,Yes,in theaters,2024-04-14
2024-04-15,Damien - Omen II,1978,https://boxd.it/6hoRBD,3,,hulu,2024-04-14
2024-04-15,The Final Conflict,1981,https://boxd.it/6hvvDV,3.5,,hulu,2024-04-14
2024-04-16,Kidnapped for Christ,2014,https://boxd.it/6hBYex,,,youtube,2024-04-15
2024-04-16,Tucker and Dale vs. Evil,2010,https://boxd.it/6hUkZV,4,Yes,garbage,2024-04-16
2024-04-17,Quiet on Set: The Dark Side of Kids TV,2024,https://boxd.it/6iafdf,3.5,,max,2024-04-16
2024-04-17,X to X,2023,https://boxd.it/6igdl9,3.5,,"youtube, omeleto",2024-04-17
